,Course,Year,Hrs Per Week,Interest in student learning,Instructor provides feedback to students to improve,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
7830,21-732,2018,11.0,4.0,4.0,5.0,5.0,4.5,4.5
7831,21-737,2009,,,,,,5.0,5.0
7832,21-737,2011,,4.25,4.5,4.625,5.0,4.5,4.875
7833,21-737,2013,,4.0,3.67,5.0,4.67,4.33,4.33
7834,21-737,2015,12.25,4.56,4.44,4.78,4.56,4.78,4.67
7835,21-737,2017,11.17,4.83,4.67,5.0,5.0,5.0,4.83
7836,21-737,2019,9.67,4.89,4.67,4.89,5.0,4.78,4.88
7837,21-738,2012,,5.0,4.64,5.0,5.0,5.0,5.0
7838,21-738,2014,,4.92,4.33,5.0,4.92,5.0,4.92
7839,21-738,2016,9.5,4.79,4.79,4.71,5.0,4.71,4.79
7840,21-738,2018,6.29,4.93,4.21,5.0,5.0,5.0,4.86
7841,21-740,2013,,4.91,4.82,4.82,4.91,4.82,4.91
7842,21-742,2015,14.1,4.9,4.7,4.4,5.0,4.7,4.7
7843,21-752,2015,7.14,3.86,3.0,2.86,4.43,2.86,2.57
7844,21-752,2018,11.0,4.4,4.5,4.4,4.6,4.33,4.6
7845,21-759,2012,,4.75,3.75,4.38,5.0,4.38,3.88
7846,21-759,2013,,4.08,3.67,3.5,4.17,3.42,3.67
7847,21-759,2016,10.14,4.71,3.29,4.29,4.57,4.17,4.0
7848,21-759,2018,11.0,4.25,3.25,4.0,5.0,3.75,4.0
7849,21-761,2010,,3.0,2.5,1.0,2.5,3.0,3.0
7850,21-762,2011,,5.0,5.0,5.0,5.0,5.0,5.0
7851,21-762,2014,,5.0,5.0,5.0,5.0,4.67,5.0
7852,21-762,2017,9.0,5.0,4.5,4.33,5.0,4.33,4.33
7853,21-762,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
7854,21-765,2009,,,,,,4.17,3.67
7855,21-765,2010,,3.67,3.33,3.83,4.33,3.83,3.5
7856,21-765,2011,,5.0,4.33,5.0,5.0,5.0,5.0
7857,21-765,2012,,4.33,3.67,4.33,4.67,4.0,4.0
7858,21-765,2013,,3.78,3.67,3.78,4.44,3.44,3.56
7859,21-765,2014,,3.5,3.75,3.5,4.5,3.75,3.25
7860,21-765,2015,5.0,4.0,3.5,4.5,5.0,4.0,4.5
7861,21-765,2016,9.5,4.67,4.67,4.83,4.67,4.67,4.5
7862,21-765,2017,6.0,5.0,4.25,4.75,5.0,4.75,4.25
7863,21-765,2018,7.5,4.5,3.83,3.83,5.0,3.83,3.67
7864,21-765,2019,8.0,4.25,3.5,4.5,4.75,4.5,4.5
7865,21-770,2010,,4.25,4.0,3.75,4.5,3.5,3.75
7866,21-770,2013,,4.0,3.33,4.33,4.33,3.5,3.5
7867,21-770,2017,13.0,4.2,4.4,4.2,4.2,4.0,4.2
7868,21-770,2018,9.5,4.83,5.0,5.0,5.0,5.0,5.0
7869,21-800,2009,,,,,,4.0,4.0
7870,21-800,2010,,4.33,3.5,4.0,5.0,4.0,4.0
7871,21-800,2011,,4.75,4.0,4.5,4.5,4.25,4.25
7872,21-800,2012,,4.5,4.25,4.75,4.75,4.75,4.67
7873,21-800,2016,9.5,4.8,4.25,4.9,5.0,4.8,4.8
7874,21-800,2018,6.8,4.4,4.8,4.6,4.8,4.2,4.6
7875,21-801,2009,,,,,,4.67,4.33
7876,21-801,2010,,4.67,3.83,4.67,4.5,4.33,4.17
7877,21-801,2011,,4.0,3.5,4.0,5.0,3.5,3.5
7878,21-801,2012,,4.335,4.335,4.665,4.5,4.665,4.665
7879,21-801,2013,,4.5,4.5,4.5,5.0,4.5,4.5
7880,21-801,2014,10.0,4.5,4.17,4.625,4.875,4.46,4.29
7881,21-801,2015,7.25,4.5,4.0,4.75,4.25,4.25,4.5
7882,21-801,2017,6.5,4.335,4.335,4.5,4.915,4.165,4.25
7883,21-801,2018,7.8,4.8,4.2,4.65,4.9,4.7,4.515000000000001
7884,21-801,2019,11.0,5.0,5.0,5.0,5.0,5.0,5.0
7885,21-803,2013,,5.0,4.0,4.75,5.0,4.75,4.75
7886,21-803,2015,6.5,4.5,3.75,4.5,4.25,4.25,4.0
7887,21-803,2017,9.8,4.8,3.8,4.8,5.0,4.8,4.8
7888,21-805,2009,,,,,,4.33,4.33
7889,21-805,2012,,4.11,3.89,4.44,4.78,4.33,4.44
7890,21-805,2013,,4.27,3.43,4.4,4.87,4.0,4.27
7891,21-820,2009,,,,,,5.0,5.0
7892,21-820,2010,,5.0,5.0,5.0,5.0,5.0,5.0
7893,21-820,2011,,5.0,5.0,5.0,5.0,5.0,5.0
7894,21-820,2012,,4.7,4.5,4.55,5.0,4.9,4.45
7895,21-820,2013,,5.0,5.0,5.0,5.0,5.0,5.0
7896,21-820,2014,7.5,5.0,5.0,5.0,5.0,4.8,4.8
7897,21-820,2015,10.67,4.67,4.78,4.78,4.89,4.67,4.67
7898,21-820,2016,9.63,4.75,4.6,4.8,5.0,4.8,4.6
7899,21-820,2018,9.5,4.5,4.25,4.67,5.0,3.75,3.75
7900,21-820,2019,5.0,4.67,4.33,4.67,5.0,4.5,4.67
7901,21-832,2009,,,,,,5.0,4.5
7902,21-832,2011,,4.5,4.5,4.5,4.5,4.5,4.5
7903,21-832,2012,,4.5,3.0,4.5,4.5,4.0,4.5
7904,21-832,2013,,4.29,4.29,4.71,4.57,4.43,4.43
7905,21-832,2014,,4.75,4.75,4.75,5.0,5.0,4.75
7906,21-832,2015,8.75,5.0,4.75,5.0,4.75,5.0,4.75
7907,21-832,2016,13.5,4.2,4.2,4.75,4.8,4.4,4.6
7908,21-832,2019,6.0,4.67,4.33,4.67,5.0,4.67,4.67
7909,21-860,2011,,5.0,5.0,5.0,5.0,5.0,5.0
7910,21-880,2010,,4.75,4.75,4.75,5.0,4.5,4.75
7911,21-880,2011,,4.57,4.0,4.43,4.86,4.43,4.43
7912,21-880,2012,,4.83,5.0,5.0,4.5,5.0,4.83
7913,21-880,2013,,5.0,5.0,5.0,5.0,5.0,5.0
7914,21-880,2014,11.0,4.33,4.33,3.67,4.33,3.67,3.67
7915,21-880,2015,14.0,4.0,4.0,5.0,5.0,5.0,4.0
7916,21-880,2016,12.0,4.33,4.33,4.67,4.83,4.33,4.33
7917,21-880,2017,8.0,5.0,4.5,5.0,5.0,5.0,5.0
7918,21-880,2018,8.0,5.0,5.0,4.0,5.0,5.0,5.0
7919,21-881,2009,,,,,,5.0,5.0
7920,21-881,2010,,4.0,3.0,3.5,4.5,3.5,3.5
7921,21-881,2012,,4.67,4.67,4.67,4.67,4.71,4.67
7922,21-881,2013,,4.67,4.67,4.67,4.67,4.67,4.67
7923,21-881,2014,,4.67,4.33,4.33,4.67,4.5,4.33
7924,21-881,2015,6.5,4.25,3.75,4.5,4.25,4.25,4.25
7925,21-882,2009,,,,,,3.0,3.5
7926,21-882,2011,,5.0,4.5,4.75,5.0,4.75,4.5
7927,21-882,2018,7.5,4.83,4.33,4.83,4.83,4.83,4.5
7928,21-882,2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0
7929,21-900,2014,6.0,5.0,4.0,4.33,5.0,4.33,4.67
7930,21-900,2015,6.5,4.0,4.0,4.0,4.0,4.0,4.0
7931,21-900,2016,9.5,5.0,4.5,4.0,5.0,4.5,4.0
7932,21-900,2017,8.0,5.0,4.33,4.33,5.0,4.33,4.0
7933,24-101,2009,,,,,,3.57,3.35
7934,24-101,2010,,4.06,3.5300000000000002,3.7800000000000002,4.24,3.69,3.675
7935,24-101,2011,,4.225,3.71,4.18,4.43,4.1,3.985
7936,24-101,2012,,4.285,3.72,4.145,4.369999999999999,4.035,3.905
7937,24-101,2013,,3.96,3.275,3.715,4.2,3.535,3.4850000000000003
7938,24-101,2014,7.02,4.105,3.55,3.795,4.585,3.62,3.4400000000000004
7939,24-101,2015,8.11,4.105,3.7800000000000002,4.26,4.46,4.075,3.835
7940,24-101,2016,7.72,3.82,3.3049999999999997,3.54,4.3,3.49,3.5149999999999997
7941,24-101,2017,7.2299999999999995,3.785,3.21,3.605,4.5,3.4699999999999998,3.585
7942,24-101,2018,7.720000000000001,3.175,2.6849999999999996,2.83,4.07,2.82,2.9
7943,24-101,2019,7.79,3.56,3.14,3.46,4.19,3.31,3.21
7944,24-104,2018,7.0,4.36,4.13,4.4,4.64,4.36,4.22
7945,24-104,2019,6.720000000000001,4.195,3.9299999999999997,4.305,4.5,4.145,4.395
7946,24-200,2017,2.0,4.75,4.67,4.75,4.92,4.67,4.67
7947,24-201,2009,,,,,,3.5,4.0
7948,24-201,2010,,3.585,3.335,4.1899999999999995,3.79,3.71,3.665
7949,24-201,2011,,3.145,3.255,3.9,2.9450000000000003,3.015,3.1849999999999996
7950,24-201,2012,,4.5,4.0,4.75,4.5,4.25,4.0
7951,24-201,2013,,3.86,4.29,4.43,4.14,4.29,3.86
7952,24-201,2014,,4.33,4.67,4.33,4.67,4.33,4.0
7953,24-201,2015,8.0,4.6,4.2,4.6,4.4,4.4,4.2
7954,24-201,2016,8.75,4.5,4.5,4.0,4.5,4.5,4.5
7955,24-201,2017,6.5,4.5,4.25,4.5,4.75,4.5,4.25
7956,24-202,2011,,3.965,3.75,4.324999999999999,4.640000000000001,4.255,4.1
7957,24-202,2012,,4.0,4.0,4.33,4.83,3.33,3.83
7958,24-202,2013,,4.3,4.2,4.47,4.7,4.3,4.0
7959,24-202,2014,2.0,4.08,3.73,4.12,4.58,4.08,3.88
7960,24-202,2015,2.645,4.35,4.04,4.335,4.57,4.154999999999999,4.05
7961,24-202,2016,2.115,4.0649999999999995,3.79,4.175,4.465,4.1850000000000005,3.995
7962,24-202,2017,2.1849999999999996,4.17,3.6,4.13,4.4,3.8049999999999997,3.8
7963,24-202,2018,2.165,4.665,4.4350000000000005,4.64,4.84,4.535,4.285
7964,24-202,2019,2.0,4.3,4.225,4.345,4.67,4.275,3.875
7965,24-203,2018,7.8149999999999995,4.8149999999999995,4.54,4.525,4.875,4.4399999999999995,4.375
7966,24-210,2015,5.0649999999999995,4.5,3.785,4.445,4.619999999999999,4.279999999999999,4.375
7967,24-210,2016,5.0,4.68,4.105,4.77,4.605,4.555,4.505
7968,24-210,2017,4.890000000000001,4.0649999999999995,3.09,4.38,3.8200000000000003,3.955,3.9
7969,24-212,2019,8.0,5.0,4.8,4.6,5.0,4.6,4.6
7970,24-221,2010,,3.09,2.45,2.25,3.72,2.18,2.45
7971,24-221,2011,,3.67,3.21,2.87,4.13,2.74,3.01
7972,24-221,2012,,4.02,3.81,3.8,4.35,3.6,3.83
7973,24-221,2013,,3.85,3.73,3.71,4.26,3.51,3.68
7974,24-221,2014,9.25,4.07,3.9,4.01,4.09,3.75,3.76
7975,24-221,2015,9.17,3.81,3.53,3.85,3.74,3.68,3.56
7976,24-221,2016,8.95,4.43,4.19,4.52,4.54,4.42,4.42
7977,24-221,2017,8.66,4.26,3.88,4.22,4.43,4.29,4.17
7978,24-221,2018,8.77,4.36,4.11,4.2,4.46,4.19,4.11
7979,24-231,2009,,,,,,3.94,3.97
7980,24-231,2010,,3.84,3.18,3.25,4.03,3.18,3.14
7981,24-231,2011,,3.71,3.29,3.3,4.0,3.29,3.32
7982,24-231,2012,,4.31,3.87,4.29,4.61,4.23,4.05
7983,24-231,2013,,4.4,3.89,4.08,4.53,4.21,4.04
7984,24-231,2014,,4.34,3.92,4.25,4.62,4.17,4.08
7985,24-231,2015,8.33,4.43,3.91,4.17,4.69,4.19,4.08
7986,24-231,2016,8.9,4.31,3.97,4.23,4.63,4.24,4.1
7987,24-231,2017,9.31,4.61,4.07,4.43,4.6,4.42,4.29
7988,24-231,2018,9.39,4.65,4.31,4.58,4.78,4.61,4.49
7989,24-231,2019,9.03,4.61,4.28,4.59,4.69,4.58,4.46
7990,24-261,2010,,4.66,4.4,4.52,4.59,4.59,4.4
7991,24-261,2011,,4.43,4.01,4.25,4.49,4.19,4.18
7992,24-261,2012,,4.4,3.68,3.99,4.34,3.93,3.86
7993,24-261,2013,,4.22,3.63,3.8,4.12,3.76,3.72
7994,24-261,2014,8.15,4.43,4.11,4.32,4.54,4.17,4.12
7995,24-261,2015,8.72,4.49,4.12,4.47,4.58,4.4,4.27
7996,24-261,2016,8.55,4.31,3.68,4.1,4.23,3.94,3.81
7997,24-261,2017,8.09,4.52,3.92,4.36,4.6,4.35,4.19
7998,24-261,2018,8.11,4.59,4.03,4.39,4.68,4.44,4.23
7999,24-262,2009,,,,,,4.01,3.76
8000,24-262,2010,,4.2,3.74,4.24,4.15,4.11,3.95
8001,24-262,2011,,4.68,4.19,4.57,4.57,4.58,4.49
8002,24-262,2012,,4.515000000000001,3.8449999999999998,4.165,4.505,4.0600000000000005,4.13
8003,24-262,2013,,4.365,3.9250000000000003,4.005,4.35,4.035,4.07
8004,24-262,2014,,4.26,3.55,3.77,4.13,3.73,3.74
8005,24-262,2015,9.63,4.61,4.04,4.38,4.49,4.38,4.31
8006,24-262,2016,9.69,4.65,4.29,4.53,4.65,4.5,4.37
8007,24-262,2017,9.31,4.22,3.58,3.94,4.13,3.85,3.81
8008,24-262,2018,9.86,4.55,4.06,4.31,4.59,4.3,4.14
8009,24-262,2019,9.49,4.47,4.03,4.31,4.46,4.23,4.06
8010,24-280,2018,9.67,5.0,3.89,4.0,4.89,4.33,4.33
8011,24-280,2019,9.5,5.0,5.0,4.75,5.0,4.75,4.75
8012,24-281,2018,4.005,4.125,4.29,3.765,4.785,3.635,3.9
8013,24-281,2019,4.215,4.34,4.09,4.43,4.82,4.01,4.43
8014,24-282,2019,8.75,5.0,4.13,4.88,5.0,5.0,5.0
8015,24-292,2014,,4.11,3.72,3.94,4.22,3.78,3.61
8016,24-292,2015,5.27,4.36,4.0,4.3,4.45,4.2,4.0
8017,24-292,2016,6.5,4.2,3.7,4.1,4.5,4.1,4.0
8018,24-292,2017,7.25,4.32,3.77,3.985,4.785,4.145,3.985
8019,24-292,2019,6.5,4.3,3.8,3.8,4.2,4.3,3.5
8020,24-300,2014,2.0,5.0,5.0,5.0,5.0,5.0,4.8
8021,24-302,2009,,,,,,4.35,3.86
8022,24-302,2010,,4.38,4.08,4.23,4.38,4.15,4.08
8023,24-302,2011,,4.2,3.6,3.87,4.13,3.87,3.73
8024,24-302,2012,,4.390000000000001,3.985,4.08,4.415,4.085,3.915
8025,24-302,2013,,4.05,3.19,3.69,4.33,3.865,3.48
8026,24-302,2014,2.4050000000000002,3.84,3.4699999999999998,3.4699999999999998,3.645,3.4349999999999996,2.9299999999999997
8027,24-302,2015,2.675,4.24,4.2,4.0,4.3149999999999995,4.0,3.825
8028,24-302,2016,2.0,4.42,4.67,4.25,4.5,4.13,4.0
8029,24-302,2017,2.0,4.38,4.5600000000000005,4.395,4.595000000000001,4.38,4.04
8030,24-302,2018,2.38,4.73,4.53,4.27,4.85,4.4,3.87
8031,24-302,2019,2.3,4.4,4.0,4.300000000000001,4.5,3.9,2.8
8032,24-311,2010,,4.14,3.69,3.89,4.57,3.89,3.82
8033,24-311,2011,,4.1,3.61,3.98,4.46,3.91,3.75
8034,24-311,2012,,3.73,3.31,3.61,4.36,3.53,3.54
8035,24-311,2013,,4.48,3.95,4.44,4.61,4.44,4.3
8036,24-311,2014,10.85,4.43,4.11,4.64,4.59,4.51,4.37
8037,24-311,2016,9.8,4.7,4.44,4.71,4.73,4.69,4.6
8038,24-311,2017,8.71,2.97,2.45,2.5,2.86,2.38,2.57
8039,24-311,2018,7.98,2.92,2.26,2.34,3.61,2.31,2.37
8040,24-311,2019,8.7,4.09,3.95,4.24,4.8,4.01,3.89
8041,24-321,2009,,,,,,3.55,3.53
8042,24-321,2010,,3.77,4.2,3.57,3.98,3.77,3.64
8043,24-321,2011,,3.32,3.52,2.82,3.4,2.93,3.02
8044,24-321,2012,,3.5,3.8,3.49,4.01,3.56,3.76
8045,24-321,2013,,3.64,3.67,3.4,4.09,3.51,3.32
8046,24-321,2014,,3.685,3.4450000000000003,3.315,4.005,3.43,3.19
8047,24-321,2015,12.68,3.905,3.62,3.5549999999999997,3.8949999999999996,3.615,3.3499999999999996
8048,24-321,2016,11.29,3.725,3.415,3.4699999999999998,3.755,3.52,3.3600000000000003
8049,24-321,2017,12.0,4.015,4.025,3.9050000000000002,4.085,3.965,3.5999999999999996
8050,24-321,2018,13.195,3.725,3.425,3.44,3.9699999999999998,3.54,3.06
8051,24-321,2019,12.17,3.24,3.25,3.21,3.77,3.17,2.85
8052,24-322,2010,,4.49,4.2,4.59,4.64,4.63,4.51
8053,24-322,2011,,4.64,4.27,4.76,4.71,4.81,4.61
8054,24-322,2012,,4.52,4.14,4.56,4.65,4.52,4.42
8055,24-322,2013,,4.66,4.35,4.65,4.640000000000001,4.63,4.57
8056,24-322,2014,9.36,4.62,4.25,4.65,4.69,4.68,4.58
8057,24-322,2015,9.08,4.72,4.35,4.75,4.83,4.75,4.59
8058,24-322,2016,9.4,4.67,4.44,4.8,4.63,4.81,4.65
8059,24-322,2017,9.77,4.66,3.87,3.99,4.84,4.15,4.01
8060,24-322,2018,10.06,4.81,4.3,4.6,4.88,4.67,4.47
8061,24-324,2010,,5.0,5.0,5.0,5.0,4.8,5.0
8062,24-331,2009,,,,,,4.56,4.5
8063,24-331,2011,,4.71,4.57,4.67,5.0,4.57,4.71
8064,24-332,2010,,4.09,3.09,3.45,4.45,3.0,3.55
8065,24-332,2011,,4.5,4.0,4.17,4.83,4.2,4.17
8066,24-332,2012,,4.3,4.3,3.9,4.4,4.1,4.0
8067,24-332,2013,,3.75,3.25,3.25,4.5,3.25,4.0
8068,24-334,2014,9.67,4.22,3.78,3.67,4.33,3.78,3.67
8069,24-334,2015,9.5,4.75,4.75,5.0,4.5,4.75,4.75
8070,24-334,2016,9.5,4.75,4.5,5.0,5.0,4.75,5.0
8071,24-334,2017,8.33,4.56,4.22,4.33,4.78,4.0,4.33
8072,24-334,2019,6.5,4.0,3.0,2.75,4.75,2.5,2.5
8073,24-341,2009,,,,,,3.86,3.57
8074,24-341,2010,,4.0,3.11,3.78,4.78,3.78,3.89
8075,24-341,2011,,4.19,3.75,4.13,4.81,3.88,3.75
8076,24-341,2012,,4.0,3.35,4.06,4.33,3.89,3.83
8077,24-341,2013,,4.13,3.78,4.0,4.48,3.91,3.91
8078,24-341,2014,,4.1,4.1,4.43,4.6,4.15,4.15
8079,24-341,2015,4.2,4.27,3.8,4.2,4.6,4.0,3.8
8080,24-341,2016,6.76,4.24,3.76,4.06,4.71,4.12,4.18
8081,24-341,2017,6.29,4.29,3.43,4.29,4.86,3.86,3.71
8082,24-341,2018,7.4,5.0,4.8,5.0,5.0,5.0,5.0
8083,24-341,2019,6.2,3.8,3.4,4.0,3.8,3.8,3.6
8084,24-351,2010,,3.76,3.28,3.3,3.81,3.29,3.3
8085,24-351,2011,,3.455,3.045,3.005,3.33,2.955,3.1550000000000002
8086,24-351,2012,,4.28,3.8,3.89,4.33,3.95,3.89
8087,24-351,2013,,3.74,2.79,2.69,4.27,2.69,2.74
8088,24-351,2014,10.59,3.6,3.11,2.54,3.76,2.81,2.77
8089,24-351,2015,8.97,3.86,3.23,3.31,4.31,3.35,3.31
8090,24-351,2016,9.71,3.76,3.37,3.2,4.25,3.27,3.26
8091,24-351,2017,9.94,3.64,3.32,3.59,4.26,3.52,3.55
8092,24-351,2018,9.31,3.87,3.05,2.61,4.53,2.72,2.64
8093,24-352,2009,,,,,,4.29,4.0
8094,24-352,2010,,4.83,4.23,4.58,4.77,4.66,4.44
8095,24-352,2011,,4.63,4.13,4.29,4.55,4.45,4.18
8096,24-352,2012,,4.52,4.17,4.06,4.39,4.2,3.96
8097,24-352,2013,,4.105,3.52,3.8449999999999998,4.275,3.755,3.785
8098,24-352,2014,,3.63,2.61,2.67,4.12,2.45,2.56
8099,24-352,2015,9.7,4.09,3.34,4.01,4.23,4.01,3.72
8100,24-352,2016,8.78,3.2,2.7,2.36,3.93,2.29,2.4
8101,24-352,2017,10.43,4.45,4.03,4.38,4.6,4.39,4.3
8102,24-352,2018,10.01,4.73,4.33,4.71,4.79,4.78,4.63
8103,24-352,2019,10.42,4.71,4.13,4.61,4.87,4.68,4.55
8104,24-354,2016,8.29,4.67,4.14,4.62,4.81,4.67,4.52
8105,24-354,2017,8.489999999999998,4.3549999999999995,3.8499999999999996,3.78,4.494999999999999,3.74,3.83
8106,24-354,2018,9.08,4.915,4.645,4.595000000000001,4.9350000000000005,4.800000000000001,4.695
8107,24-354,2019,9.61,4.68,4.32,4.46,4.89,4.5,4.43
8108,24-355,2009,,,,,,3.92,3.85
8109,24-355,2011,,4.0,3.22,3.67,4.33,3.67,3.44
8110,24-355,2013,,3.65,2.59,3.41,4.13,3.12,3.0
8111,24-357,2013,,4.27,4.27,3.73,4.64,4.09,3.82
8112,24-357,2014,,4.5,4.5,4.25,4.5,4.25,4.25
8113,24-358,2013,,4.67,4.11,4.56,4.78,4.56,4.44
8114,24-358,2014,,4.82,4.18,4.36,4.91,4.64,4.55
8115,24-358,2015,5.33,4.67,4.11,4.56,4.78,4.56,4.56
8116,24-358,2017,5.86,4.63,4.5,4.75,4.88,4.63,4.5
8117,24-358,2018,6.64,4.73,4.27,4.73,5.0,4.55,4.73
8118,24-358,2019,4.5,5.0,3.83,4.0,5.0,4.17,4.0
8119,24-361,2010,,4.83,4.33,4.67,5.0,4.67,4.67
8120,24-361,2012,,4.8,4.5,4.7,4.9,4.7,4.8
8121,24-365,2012,,4.93,4.27,4.73,4.8,4.73,4.67
8122,24-365,2014,,4.25,4.25,4.25,4.25,4.25,4.25
8123,24-370,2009,,,,,,3.56,3.47
8124,24-370,2010,,4.25,3.87,4.175,4.58,4.13,3.965
8125,24-370,2011,,4.58,4.28,4.23,4.65,4.22,4.28
8126,24-370,2012,,4.26,3.93,3.67,3.92,3.71,3.78
8127,24-370,2013,,4.6,4.29,4.26,4.34,4.34,4.39
8128,24-370,2014,,4.25,3.87,3.64,3.62,3.92,4.02
8129,24-370,2015,14.83,4.175000000000001,3.795,3.8049999999999997,3.24,3.7350000000000003,3.795
8130,24-370,2016,12.03,4.68,4.13,3.88,4.58,3.97,3.86
8131,24-370,2017,15.18,4.07,2.93,3.12,4.0,3.09,3.05
8132,24-370,2018,14.34,4.43,3.63,3.79,4.43,3.9,3.7
8133,24-371,2019,8.75,4.25,4.25,4.25,5.0,4.0,4.0
8134,24-421,2010,,4.359999999999999,3.825,3.8200000000000003,4.43,3.785,3.75
8135,24-421,2011,,4.205,3.92,4.035,4.41,4.12,4.09
8136,24-421,2012,,4.380000000000001,4.025,4.47,4.64,4.215,4.445
8137,24-421,2013,,4.225,3.875,4.25,4.300000000000001,4.125,4.25
8138,24-421,2014,9.065000000000001,4.37,3.975,4.37,4.55,4.105,4.3149999999999995
8139,24-421,2015,8.745000000000001,4.43,4.495,4.65,4.495,4.555,4.555
8140,24-421,2016,8.88,4.39,4.11,4.67,4.67,4.67,4.61
8141,24-421,2017,8.4,4.8,4.8,4.8,5.0,4.8,4.87
8142,24-421,2018,9.6,4.67,4.4,4.8,4.8,4.73,4.67
8143,24-422,2012,,4.67,4.67,4.33,4.33,4.33,4.33
8144,24-424,2010,,5.0,4.88,4.75,5.0,4.75,4.63
8145,24-424,2011,,4.43,3.86,4.29,5.0,4.43,4.57
8146,24-424,2012,,4.38,4.3149999999999995,4.3149999999999995,4.63,4.26,4.0649999999999995
8147,24-424,2013,,4.33,3.83,3.5,4.5,3.83,3.5
8148,24-424,2014,8.0,3.83,3.83,3.83,4.17,4.0,4.0
8149,24-424,2015,7.0,5.0,4.83,4.67,5.0,4.17,4.33
8150,24-424,2016,8.38,4.13,4.25,4.0,4.5,3.75,3.5
8151,24-424,2017,5.0,3.67,3.67,3.67,3.67,3.67,3.67
8152,24-424,2018,7.0,4.0,4.33,4.33,4.33,4.0,4.0
8153,24-425,2010,,4.75,4.75,5.0,5.0,4.75,4.75
8154,24-425,2011,,5.0,4.0,5.0,5.0,4.0,5.0
8155,24-425,2013,,4.0,4.0,5.0,5.0,4.0,5.0
8156,24-425,2014,,4.0,3.0,4.0,4.0,5.0,5.0
8157,24-425,2015,5.0,3.0,4.0,3.0,5.0,3.0,3.0
8158,24-425,2016,6.5,3.5,3.5,3.0,4.5,3.0,3.0
8159,24-425,2017,12.5,4.5,3.0,4.0,4.0,3.5,3.5
8160,24-441,2009,,,,,,3.64,3.73
8161,24-441,2010,,4.449999999999999,4.445,4.135,4.645,4.109999999999999,4.005
8162,24-441,2011,,4.255,4.1,4.0,4.545,4.039999999999999,4.025
8163,24-441,2012,,4.22,4.22,4.029999999999999,4.305,4.0649999999999995,4.04
8164,24-441,2013,,4.61,4.38,4.26,4.609999999999999,4.315,4.18
8165,24-441,2014,11.42,4.085,3.7800000000000002,3.605,4.35,3.845,3.675
8166,24-441,2015,11.87,4.14,2.9,2.74,4.33,2.76,2.57
8167,24-441,2016,12.53,3.95,3.47,3.42,4.16,3.37,3.0
8168,24-441,2017,13.0,4.11,3.98,4.06,4.33,3.84,3.84
8169,24-441,2018,13.280000000000001,4.105,3.95,3.93,4.215,3.815,3.75
8170,24-441,2019,12.155000000000001,4.5600000000000005,4.125,4.115,4.8149999999999995,4.225,4.045
8171,24-451,2010,,4.9,4.57,4.76,4.86,4.95,4.86
8172,24-451,2011,,4.79,4.42,4.63,4.53,4.68,4.58
8173,24-451,2013,,3.7,3.5,3.2,4.8,3.3,3.4
8174,24-451,2014,7.25,4.25,3.08,3.67,4.83,3.58,3.5
8175,24-451,2015,6.8,4.3,3.7,3.9,4.9,3.65,3.75
8176,24-451,2016,12.84,4.68,4.05,4.63,4.84,4.58,4.42
8177,24-451,2017,9.64,4.73,4.64,4.45,4.91,4.64,4.64
8178,24-451,2018,10.14,4.69,4.37,4.37,4.91,4.46,4.46
8179,24-452,2010,,4.59,3.97,4.29,4.71,4.47,4.18
8180,24-452,2011,,3.77,3.3,3.97,4.16,3.74,3.67
8181,24-452,2012,,4.22,3.87,4.12,4.51,4.25,4.1
8182,24-452,2013,,3.95,3.61,3.98,4.4,4.04,3.65
8183,24-452,2014,12.34,4.405,4.08,4.17,4.515000000000001,4.3149999999999995,4.01
8184,24-452,2015,10.64,4.5649999999999995,4.31,4.4350000000000005,4.64,4.465,4.234999999999999
8185,24-452,2016,10.93,4.38,4.145,4.24,4.56,4.27,3.94
8186,24-452,2017,10.21,4.57,4.27,4.365,4.755000000000001,4.5,4.09
8187,24-452,2018,11.28,4.53,4.21,4.43,4.7,4.49,4.11
8188,24-482,2010,,3.89,3.37,3.7,4.33,3.85,3.85
8189,24-484,2009,,,,,,4.5,4.5
8190,24-484,2010,,4.0,4.5,4.5,4.5,4.5,4.5
8191,24-612,2015,11.0,5.0,5.0,5.0,5.0,5.0,4.5
8192,24-612,2016,10.4,4.6,4.6,5.0,4.8,5.0,5.0
8193,24-612,2017,9.0,4.33,4.33,4.67,4.33,4.33,4.33
8194,24-614,2010,,4.4,4.2,3.8,4.8,3.8,3.6
8195,24-614,2011,,4.41,4.24,4.06,4.76,4.35,4.29
8196,24-614,2012,,4.22,4.11,4.33,4.78,3.89,4.11
8197,24-614,2013,,4.33,4.33,3.67,3.33,3.67,4.33
8198,24-614,2014,11.0,3.83,3.42,3.75,4.5,3.5,3.5
8199,24-614,2015,14.13,4.25,3.63,3.75,4.5,3.75,3.75
8200,24-614,2016,10.5,3.67,3.0,3.67,4.33,3.5,3.5
8201,24-614,2017,13.22,3.56,3.56,3.44,4.22,3.67,3.56
8202,24-614,2018,12.11,3.78,3.33,3.67,4.22,3.78,3.67
8203,24-615,2013,,4.0,3.0,4.29,4.43,4.07,3.85
8204,24-615,2014,,3.7,3.6,4.4,4.5,3.9,3.9
8205,24-616,2009,,,,,,4.2,4.2
